"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid"
"Javy Guerra","- - -","2","1","0","18","0","18.0","5.00","5.50","1.50",".228","71.4%","39.0%","11.5%","98.6","5.00","5.42","6.17","6.14","-0.3","17292"
"Ralph Garza","TBR","2","2","0","19","0","35.0","4.37","4.11","1.03",".298","83.3%","41.0%","10.5%","91.2","3.34","5.63","5.17","5.29","-0.3","17682"
"T.J. McFarland","STL","0","0","0","28","0","32.2","4.41","3.03","1.38",".333","60.4%","53.0%","16.7%","","6.61","6.13","5.32","4.69","-0.3","3237"
"Joey Krehbiel","BAL","5","5","1","56","0","57.2","7.02","2.81","1.40",".260","74.9%","42.1%","13.6%","94.6","3.90","4.08","4.67","4.34","-0.3","13707"
"Dauri Moreta","CIN","0","2","1","35","1","38.1","9.16","3.05","2.35",".234","71.4%","32.7%","19.6%","96.1","5.40","4.02","5.80","4.38","-0.4","21101"
"Greg Holland","TEX","0","1","0","5","0","4.2","9.64","1.93","5.79",".273","71.4%","50.0%","75.0%","93.8","7.71","11.42","9.97","2.88","-0.4","7196"
"Jake Lemoine","OAK","0","0","0","9","0","16.1","7.16","3.86","2.20",".280","51.5%","40.7%","16.7%","93.3","7.71","3.83","5.99","4.98","-0.4","19785"
"Tommy Henry","ARI","3","4","0","9","9","47.0","6.89","4.02","1.91",".274","75.4%","39.4%","16.9%","91.5","5.36","4.87","5.88","4.97","-0.4","26285"
"Sean Poppen","ARI","2","2","0","29","0","28.2","6.91","3.77","1.57",".275","75.8%","34.9%","13.2%","","4.40","3.57","5.21","4.90","-0.4","19583"
"Tyler Danish","BOS","3","1","0","32","0","40.1","7.14","2.68","1.56",".280","69.3%","47.2%","18.4%","91.4","5.13","6.29","4.97","4.11","-0.4","15126"
"Craig Stammen","SDP","1","2","0","33","1","40.2","7.75","2.21","1.99",".298","78.8%","50.8%","23.1%","","4.43","4.08","5.15","3.70","-0.4","7274"
"Casey Lawrence","TOR","0","1","0","6","0","18.0","5.50","2.00","2.50",".310","61.9%","40.3%","22.7%","91.0","7.50","5.78","6.34","4.53","-0.4","11121"
"Jose Alvarez","SFG","2","1","1","21","0","15.1","8.80","5.28","1.76",".298","75.6%","46.8%","18.8%","91.2","5.28","7.22","5.85","4.85","-0.4","5358"
"Daniel Norris","- - -","2","4","0","41","3","58.2","10.13","4.45","1.69",".248","64.0%","46.9%","21.6%","91.5","5.22","4.49","5.14","3.99","-0.4","13475"
"Tayler Saucedo","TOR","0","0","0","4","0","2.2","0.00","3.38","10.13",".273","100.0%","50.0%","60.0%","93.0","13.50","25.00","18.86","7.01","-0.4","17888"
"Andrew Nardi","MIA","1","1","0","13","0","14.2","14.73","8.59","3.07",".500","68.8%","22.2%","21.7%","94.5","9.82","7.04","7.14","5.03","-0.4","25942"
"Zach Logue","OAK","3","8","0","14","10","57.0","6.63","3.16","2.05",".306","64.1%","29.8%","13.4%","90.3","6.79","5.97","5.76","5.32","-0.4","20231"
"Mike Minor","CIN","4","12","0","19","19","98.0","6.98","3.67","2.20",".312","71.2%","34.3%","16.4%","90.4","6.06","4.59","6.18","5.21","-0.4","10021"
"Bryan Shaw","CLE","6","2","1","60","2","58.1","8.02","4.01","1.39",".288","66.3%","49.7%","15.5%","94.1","5.40","4.74","4.88","4.35","-0.4","8110"
"Michael Pineda","DET","2","7","0","11","11","46.2","5.01","1.54","2.51",".294","73.2%","39.2%","18.1%","90.1","5.79","5.97","6.13","4.80","-0.4","5372"
"Tyler Duffey","MIN","2","4","2","40","0","44.0","7.98","3.07","1.64",".303","74.3%","44.6%","23.5%","92.3","4.91","5.53","4.79","3.58","-0.5","13758"
"Dereck Rodriguez","MIN","0","1","0","2","0","7.2","4.70","4.70","3.52",".174","88.2%","54.2%","30.0%","92.0","3.52","6.25","8.72","5.57","-0.5","14509"
"Chris Mazza","TBR","1","0","0","2","0","5.1","8.44","10.13","5.06",".316","54.7%","40.9%","37.5%","91.3","11.81","13.51","13.05","7.96","-0.5","14151"
"Vladimir Gutierrez","CIN","1","6","0","10","8","36.2","7.12","5.89","1.96",".339","69.4%","33.6%","14.0%","93.0","7.61","5.75","6.82","6.29","-0.5","19278"
"Cory Abbott","WSN","0","5","0","16","9","48.0","8.44","4.69","2.25",".248","76.9%","27.9%","14.3%","91.4","5.25","4.43","6.36","5.70","-0.5","20277"
"Darwinzon Hernandez","BOS","0","1","0","7","0","6.2","12.15","10.80","5.40",".500","38.0%","33.3%","40.0%","94.3","21.60","10.06","12.71","7.13","-0.5","19848"
"Anderson Espinoza","CHC","0","2","0","7","0","18.1","9.33","7.85","1.96",".238","81.0%","43.5%","25.0%","94.0","5.40","5.49","7.15","5.61","-0.5","18593"
"Jon Heasley","KCR","4","10","0","21","21","104.0","6.06","4.07","1.64",".276","69.9%","37.2%","12.3%","93.3","5.28","5.35","5.67","5.49","-0.5","22224"
"Trevor Kelley","MIL","1","0","0","18","0","23.2","8.75","3.42","2.66",".273","72.5%","35.6%","21.9%","","6.08","4.20","6.41","4.57","-0.5","18454"
"Anthony Castro","CLE","0","0","0","12","0","13.1","8.10","6.75","3.38",".368","63.6%","51.2%","41.7%","95.2","7.43","9.24","8.44","4.90","-0.5","19789"
"Bryan Hoeing","MIA","1","1","0","8","1","12.2","4.26","3.55","3.55",".311","41.2%","51.0%","35.7%","93.5","12.08","8.64","8.48","4.99","-0.5","26304"
"T.J. Zeuch","CIN","0","3","0","3","3","10.2","4.22","5.91","4.22",".432","59.3%","49.0%","31.3%","92.5","15.19","8.91","11.08","7.21","-0.5","19269"
"Alec Mills","CHC","0","1","0","7","2","17.2","5.60","1.53","3.57",".350","57.9%","34.3%","22.6%","88.8","9.68","8.18","8.04","5.48","-0.6","13834"
"Josiah Gray","WSN","7","10","0","28","28","148.2","9.32","4.00","2.30",".256","80.4%","33.0%","18.6%","94.4","5.02","4.25","5.86","4.57","-0.6","24580"
"Ryan Borucki","- - -","2","0","0","32","0","25.1","7.46","3.91","2.13",".254","73.4%","48.7%","24.0%","","5.68","5.90","6.07","4.46","-0.6","16350"
"Drew VerHagen","STL","3","1","0","19","0","21.2","7.48","5.82","2.08",".324","68.6%","33.8%","17.2%","95.1","6.65","6.29","6.53","5.51","-0.6","13424"
"Hunter Gaddis","CLE","0","2","0","2","2","7.1","6.14","3.68","8.59",".320","36.6%","18.8%","31.8%","93.5","18.41","12.20","15.39","7.42","-0.6","25636"
"Jake Diekman","- - -","5","4","1","70","0","57.2","12.33","6.55","1.40",".328","69.4%","39.9%","17.0%","95.8","4.99","4.25","5.00","4.34","-0.6","5003"
"Luis Patino","TBR","1","2","0","6","6","20.0","4.95","5.85","2.70",".299","69.6%","37.5%","16.2%","94.9","8.10","5.21","8.01","6.85","-0.6","22815"
"Noe Ramirez","ARI","5","4","0","55","0","50.0","9.18","4.68","1.62",".286","68.4%","37.9%","16.4%","89.6","5.22","4.17","5.15","4.44","-0.6","12800"
"Hansel Robles","BOS","1","3","2","26","0","24.2","7.66","5.11","1.82",".282","62.5%","39.5%","17.2%","96.2","5.84","6.49","5.75","4.85","-0.7","11801"
"Tommy Romero","- - -","1","1","0","4","2","8.1","7.56","9.72","7.56",".190","78.4%","25.0%","43.8%","90.7","10.80","15.24","15.59","7.52","-0.7","23465"
"Heath Hembree","- - -","3","1","0","26","0","22.0","6.95","6.95","2.45",".299","69.4%","24.7%","17.6%","94.4","7.36","7.55","7.43","6.17","-0.7","11632"
"Spencer Howard","TEX","2","4","0","10","8","37.2","7.65","3.58","2.87",".319","67.1%","39.2%","22.2%","94.4","7.41","5.53","6.83","4.81","-0.7","23252"
"Yusei Kikuchi","TOR","6","7","1","32","20","100.2","11.09","5.19","2.06",".292","72.8%","43.9%","23.7%","94.9","5.19","5.63","5.62","4.07","-0.7","20633"
"Kolby Allard","TEX","1","2","1","10","0","21.0","8.14","2.57","3.86",".231","71.4%","27.9%","32.1%","91.2","7.29","5.67","7.87","4.28","-0.7","18694"
"Sean Newcomb","- - -","2","1","0","20","1","27.2","9.11","6.18","2.60",".316","58.8%","31.4%","22.2%","94.5","8.78","6.53","6.91","5.08","-0.7","16943"
"Justin Dunn","CIN","1","3","0","7","7","31.0","6.10","4.94","3.19",".244","84.7%","29.5%","22.9%","92.3","6.10","8.75","8.31","5.99","-0.7","19268"
"Caleb Smith","ARI","1","3","0","44","1","70.0","8.36","5.01","1.80",".235","80.1%","30.9%","13.6%","91.8","4.11","3.86","5.57","5.15","-0.8","14875"
"Sergio Romo","- - -","0","1","0","23","0","18.0","7.00","3.00","3.50",".231","59.2%","17.2%","20.0%","85.2","7.50","5.31","7.61","5.44","-0.8","9817"
"Matt Swarmer","CHC","2","3","0","11","5","34.0","9.53","5.29","3.18",".247","74.6%","35.1%","27.3%","90.6","5.03","5.63","7.35","4.68","-0.8","19705"
"Bruce Zimmermann","BAL","2","5","0","15","13","73.2","5.99","1.47","2.57",".322","72.3%","39.8%","20.4%","90.8","5.99","6.53","6.06","4.42","-0.8","20370"
"Kirk McCarty","CLE","4","3","0","13","2","37.2","6.21","3.11","2.63",".241","78.7%","39.3%","21.6%","92.6","4.54","5.31","6.64","4.85","-0.8","20555"
"Genesis Cabrera","STL","4","2","1","39","0","44.2","6.45","4.03","1.61",".238","75.3%","44.2%","16.7%","96.2","4.63","4.94","5.62","4.88","-0.8","17490"
"Mike Mayers","LAA","1","1","0","24","3","50.2","7.99","3.20","2.66",".259","72.5%","38.0%","20.8%","93.7","5.68","5.31","6.37","4.63","-0.9","15451"
"Joe Smith","MIN","1","1","0","34","0","27.1","5.60","2.96","2.30",".295","75.3%","57.4%","26.9%","86.2","4.61","5.28","6.30","4.38","-0.9","3281"
"Ian Kennedy","ARI","4","7","10","57","0","50.1","7.87","3.93","1.97",".299","72.8%","24.4%","13.9%","93.2","5.36","6.13","5.58","5.06","-0.9","6986"
"Elieser Hernandez","MIA","3","6","0","20","10","62.1","8.66","3.18","2.74",".277","67.8%","27.4%","17.4%","91.6","6.35","4.81","6.40","5.03","-0.9","16933"
"Elvin Rodriguez","DET","0","4","0","7","5","29.2","7.58","4.55","3.64",".333","55.8%","34.7%","25.5%","93.2","10.62","6.83","8.30","5.39","-1.0","20962"
"Adam Oller","OAK","2","8","0","19","14","74.1","5.57","4.72","2.06",".279","68.5%","31.6%","13.4%","93.5","6.30","5.82","6.50","6.06","-1.1","20132"
